created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Sun Nov 12 14:59:45 +0000 2023,1.72371722401453E+018,@gm_gm Terus Pak Jokowi Jadi Presiden hasil dari pemilu yang Jurdil dong ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0,0,0,0,in,4780916052,1.72332017795643E+018,CahKeren212,https://twitter.com/CahKeren212/status/1723717224014533072
Sun Nov 12 14:59:40 +0000 2023,1.72371719910419E+018,"@lhayesno @hasyimmah Mending baca dulu artikelnya sampai beres, BUMN kalau orientasinya profit ya monopoli Sumber daya Alam, coba baca di Artikelnya, Kalau orientasi profit itu rawan konflik kepentingan dan tentu aja main kotor bagi-bagi kue, Anies mau BUMN bukan pihak yg jadi monopoli tpi benefit",0,0,0,4,in,2296200342,1.72352157176633E+018,AlcierMadh,https://twitter.com/AlcierMadh/status/1723717199104192965
Sun Nov 12 14:59:25 +0000 2023,1.72371713747336E+018,"@BosPurwa @erickthohir Anies president 2024 nyaman semua bebas. Nyari salah Anies..? Setan aja bingung, apalgi cuma petugas setan, eh partai ðŸ˜„ðŸ‘¿ðŸ¤£ðŸ˜„",0,0,0,0,in,567132989,1.72333080201106E+018,asasfuro,https://twitter.com/asasfuro/status/1723717137473360032
Sun Nov 12 14:59:16 +0000 2023,1.72371709935138E+018,"Fokus Pileg, Sahroni Pastikan Dirinya Tak Masuk Timnas Anies-Muhaimin - Riaunews #AniesMuhaimin2024  https://t.co/Q22Ltfrir3",0,0,0,0,in,1.59217396631117E+018,1.72371709935138E+018,RiauNewsCom,https://twitter.com/RiauNewsCom/status/1723717099351388670
Sun Nov 12 14:59:04 +0000 2023,1.72371704889778E+018,I got so many anies ðŸ¤£ðŸ¤£ðŸ¤£ itâ€™s like 12,0,0,0,0,en,2227792002,1.72371704889778E+018,Xwhite_roses,https://twitter.com/Xwhite_roses/status/1723717048897786267
Sun Nov 12 14:58:58 +0000 2023,1.72371702441173E+018,@mediaindonesia Semoga pilpres 2024 ini bisa netral seluruh aparat. Bersama sama memilih Anies dan Muhaimin,0,0,0,0,in,1.72287295609392E+018,1.72331464789656E+018,mayyaasaka,https://twitter.com/mayyaasaka/status/1723717024411734144
Sun Nov 12 14:58:54 +0000 2023,1.72371700896833E+018,"@mediaindonesia Busyett.,makin terdepan aja pak anies semua karisma anies mampu mengalahkan semua yg ingin menjatuhkannya.",0,0,0,0,in,1.71506229673143E+018,1.72331464789656E+018,masterson67612,https://twitter.com/masterson67612/status/1723717008968335700
Sun Nov 12 14:58:37 +0000 2023,1.72371693633973E+018,@mediaindonesia Anies Baswedan adalah sosok yang mendukung inklusivitas dan kesetaraan di Indonesia,0,0,0,0,in,1.72300503427807E+018,1.72331464789656E+018,Enggardwii9,https://twitter.com/Enggardwii9/status/1723716936339730821
Sun Nov 12 14:58:33 +0000 2023,1.72371692125285E+018,"Juru Bicara Anies Baswedan, Angga Putra Fidrian menyinggung nama mantan Menteri Kelautan Perikanan (KPP) Susi Pudjiastuti yang dikabarkan masuk ke dal... https://t.co/kHQF7ViV3b",0,0,0,0,in,46693036,1.72371692125285E+018,inilahdotcom,https://twitter.com/inilahdotcom/status/1723716921252856063
Sun Nov 12 14:58:29 +0000 2023,1.72371690312921E+018,"Dan Prabowo nggak suka curang.   Sedangkan sangkaan kubu Anies serta kubu Ganjar, jika Prabowo gandeng Gibran, bakalan main curang.   Wajar sih nuduh semua semua curang. Takut kalah. Takut bohir ga balik modal.   Prabowo mah sudah ngalami kalah 2x.",2,9,3,18,in,1.6035768565735E+018,1.72371690312921E+018,Kimberley_2024,https://twitter.com/Kimberley_2024/status/1723716903129215011
Sun Nov 12 14:58:13 +0000 2023,1.72371683604554E+018,"@PDemokrat Beri kebebasan untuk Palestina, semoga semua terlindungi. Begitupun Indonesia, pemimpin yang melindungi ya Anies",0,0,0,0,in,1.72287295609392E+018,1.72362827834132E+018,mayyaasaka,https://twitter.com/mayyaasaka/status/1723716836045541742
Sun Nov 12 14:58:02 +0000 2023,1.72371678909876E+018,@PDemokrat Penting memiliki pemimpin seperti Anies Baswedan yang peduli terhadap isu global seperti Palestina.,0,0,0,0,in,1.72300503427807E+018,1.72362827834132E+018,Enggardwii9,https://twitter.com/Enggardwii9/status/1723716789098762408
